class,SwissArmyKnife,FunctionalDecomposition,SpeculativeGenerality,RefusedParentBequest,MessageChains,ComplexClass,LongParameterList,Blob,SpaghettiCode,LargeClass,BaseClassKnowsDerivedClass,LazyClass,AntiSingleton,LongMethod,ManyFieldAttributesButNotComplex,TraditionBreaker,BaseClassShouldBeAbstract,ClassDataShouldBePrivate
org.apache.catalina.tribes.membership.McastService,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.core.AprLifecycleListener,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
org.apache.catalina.realm.RealmBase,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.core.StandardService,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.AbstractEndpoint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.jni.SSLContext,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.session.DataSourceStore,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.core.ApplicationDispatcher,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http11.Http11Processor,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.BasicDataSourceFactory,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.authenticator.AuthenticatorBase,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.webresources.DirResourceSet,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.AsyncStateMachine,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.session.PersistentManagerBase,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.connector.Connector,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.http.fileupload.disk.DiskFileItem,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.openssl.ciphers.TestOpenSSLCipherConfigurationParser,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.transport.nio.NioSender,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.mbeans.MBeanUtils,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.tagplugins.jstl.Util,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.PoolingConnection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.JspUtil,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.compiler.TestELParser,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.startup.FailedContext,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.http.parser.Authorization,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.websocket.pojo.PojoMethodMapping,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.descriptor.XmlIdentifiers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.session.FileStore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.TLSClientHelloExtractor,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
org.apache.tomcat.util.net.openssl.OpenSSLContext,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.webresources.CachedResource,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ssi.SSIProcessor,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.scan.StandardJarScanner,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.deploy.NamingResourcesImpl,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.connector.ResponseFacade,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.SecureNio2Channel,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.ajp.SimpleAjpClient,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.el.lang.ExpressionBuilder,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.SocketProperties,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.TagFileProcessor,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.filters.FailedRequestFilter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.ajp.SimpleAjpClient,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.digester.Digester,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
jakarta.servlet.http.HttpServletDoHeadBaseTest,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
util.HTMLFilter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.JspRuntimeContext,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.modeler.BaseModelMBean,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http2.Http2Parser,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.tribes.group.RpcChannel,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.json.JSONParser,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
org.apache.tomcat.util.http.fileupload.util.Streams,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.descriptor.web.SecurityCollection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.threads.ThreadPoolExecutor,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
compressionFilters.CompressionFilter,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.http.parser.HttpParser,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.websocket.WsSession,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.connector.RequestFacade,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.Generator,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.core.TestAsyncContextImpl,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.IntrospectionUtils,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.Parser,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http2.Http2AsyncUpgradeHandler,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.compiler.Parser,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.modeler.modules.MbeansDescriptorsIntrospectionSource,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.core.StandardWrapper,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
org.apache.tomcat.util.json.Token,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.catalina.ant.jmx.JMXAccessorTask,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.filters.CorsFilter,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.openssl.panama.OpenSSLEngine,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.websocket.AsyncChannelWrapperSecure,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.SecureNioChannel,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.runtime.TesterBean,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.ha.session.DeltaRequest,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.buf.MessageBytes,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
jakarta.el.Util,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.jdbc.pool.jmx.ConnectionPool,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.openssl.OpenSSLEngine,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
jakarta.el.TestStaticFieldELResolver,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.startup.TomcatBaseTest,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ha.session.DeltaManager,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ssi.ExpressionTokenizer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.ajp.AjpProcessor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.core.DefaultInstanceManager,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.connector.TestResponse,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.ajp.TestAbstractAjpProcessor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.el.parser.ELParser,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.catalina.realm.JAASRealm,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.users.DataSourceUserDatabase,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.ha.tcp.ReplicationValve,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.xreflection.SetPropertyClass,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.transport.AbstractSender,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jakarta.servlet.http.HttpServletRequestWrapper,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.core.StandardWrapper,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
org.apache.catalina.authenticator.SpnegoAuthenticator,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.startup.Bootstrap,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.startup.HostConfig,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.dbcp.pool2.impl.DefaultPooledObject,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.Validator,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.el.parser.ELParserTokenManager,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
org.apache.tomcat.dbcp.pool2.impl.LinkedBlockingDeque,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.session.ManagerBase,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.core.NamingContextListener,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.buf.CharChunk,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.dbcp.pool2.PoolUtils,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.openssl.panama.OpenSSLContext,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.runtime.BodyContentImpl,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.demos.CoordinationDemo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
org.apache.el.lang.ELArithmetic,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.Diagnostics,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.runtime.JspContextWrapper,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.websocket.PerMessageDeflate,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.naming.NamingContext,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.jdbc.pool.PoolProperties,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.SSLHostConfigCertificate,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.servlet.JspServletWrapper,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.authenticator.jaspic.TestAuthConfigFactoryImpl,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.connector.InputBuffer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.http2.Http2UpgradeHandler,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.webresources.AbstractTestResourceSet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.core.ApplicationContext,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ha.deploy.FarmWarDeployer,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.core.StandardPipeline,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.users.MemoryUserDatabase,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.authenticator.TestFormAuthenticator,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.optimizations.ELInterpreterTagSetters,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.dbcp.pool2.impl.LinkedBlockingDeque,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.membership.cloud.KubernetesMembershipProvider,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.storeconfig.StoreDescription,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.servlet.JspServletWrapper,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.el.parser.SimpleCharStream,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
org.apache.catalina.connector.Connector,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ant.JKStatusUpdateTask,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.el.parser.SimpleCharStream,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
org.apache.tomcat.dbcp.dbcp2.PoolableConnectionFactory,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.Nio2Endpoint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.jdbc.test.driver.ResultSet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.ha.deploy.FileMessageFactory,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.users.DataSourceUserDatabase,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.jdbc.test.driver.Statement,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
org.apache.tomcat.util.net.SecureNio2Channel,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.servlet.JspServlet,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.modeler.ManagedBean,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.http.parser.Cookie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.valves.rewrite.RewriteRule,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.valves.rewrite.TestRewriteValve,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.startup.TestHostConfigAutomaticDeployment,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.manager.ManagerServlet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.juli.OneLineFormatter,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.descriptor.web.JspPropertyGroup,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.digester.CallMethodRule,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.servlets.DefaultServlet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.valves.JDBCAccessLogValve,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.manager.host.HostManagerServlet,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http2.Stream,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.el.parser.ELParser,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.coyote.Response,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.runtime.JspContextWrapper,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.AbstractJsseEndpoint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.core.ApplicationPushBuilder,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.realm.UserDatabaseRealm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.http.parser.TestMediaType,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.servlets.DefaultServlet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.connector.Request,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.SSLHostConfig,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.descriptor.web.ServletDef,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.Node,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.DelegatingCallableStatement,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.jdbc.pool.DataSourceProxy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.SmapStratum,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.buf.StringCache,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
org.apache.tomcat.jdbc.pool.PooledConnection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.Generator,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.jdbc.test.TestValidation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.servlet.JspCServletContext,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.buildutil.Txt2Html,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.filters.RemoteIpFilter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.StringInterpreterFactory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.valves.rewrite.RewriteValve,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.jdbc.test.driver.Connection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
jakarta.el.TestListELResolver,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.filters.HttpHeaderSecurityFilter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.naming.NamingContext,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
compressionFilters.CompressionResponseStream,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.compiler.JspDocumentParser,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.ant.jmx.JMXAccessorTask,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.realm.CombinedRealm,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.valves.PersistentValve,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.jdbc.pool.DataSourceFactory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.storeconfig.StandardContextSF,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.webresources.StandardRoot,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.TestSSLHostConfigCompat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.tomcat.util.descriptor.web.ResourceBase,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http11.upgrade.UpgradeServletInputStream,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.storeconfig.ConnectorStoreAppender,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.tribes.demos.ChannelCreator,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.filters.TestRestCsrfPreventionFilter,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.group.interceptors.TcpFailureDetector,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.websocket.WsWebSocketContainer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.http11.Http11OutputBuffer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.servlets.CGIServlet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jakarta.servlet.http.Cookie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.authenticator.TestFormAuthenticator,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.core.ApplicationContextFacade,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.startup.Tomcat,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.threads.TestLimitLatch,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.authenticator.TestSSOnonLoginAndBasicAuthenticator,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.startup.ClassLoaderFactory,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.jdbc.pool.PooledConnection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.ant.JKStatusUpdateTask,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.realm.JNDIRealm,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.ParserController,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.BasicDataSource,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.core.StandardContext,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.cpdsadapter.DriverAdapterCPDS,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.websocket.server.WsFrameServer,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.el.parser.ELParserTokenManager,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
org.apache.catalina.tribes.group.interceptors.NonBlockingCoordinator,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.websocket.WsRemoteEndpointImplBase,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.tribes.membership.MemberImpl,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.filters.CorsFilter,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.connector.InputBuffer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.ha.session.DeltaRequest,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.filters.TesterHttpServletRequest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.el.lang.ELSupport,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.startup.SimpleHttpClient,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.descriptor.web.WebXml,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.core.AsyncContextImpl,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.json.JavaCharStream,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
org.apache.coyote.http11.Http11Processor,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.membership.McastServiceImpl,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http11.Http11InputBuffer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.core.ApplicationMapping,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.scan.StandardJarScanFilter,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
jakarta.el.TestBeanNameELResolver,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.servlets.WebdavServlet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
